22.19782,0.14
41.68147,0.14
49.62225,0.28
67.70854,0.14
177.7373,0.07
181.9755,0.07
349.4611,0.07
372.4407,0.14
404.5383,0.07
425.8363,0.07
446.0385,0.07
446.6453,0.14
471.9114,0.14
502.7878,0.07
514.9774,0.07
529.288,0.07
702.4841,0.21
719.6157,0.07
972.4603,0.07
983.2242,0.07
1118.818,0.07
1119.316,0.07
1158.627,0.14
1166.306,0.21
1176.696,0.14
1236.232,0.07
1275.527,0.07
1297.494,0.07
1317.216,0.07
1358.489,0.07
1361.58,0.07
1637.955,0.07
1684.972,0.35
1810.809,0.07
1812.339,0.07
1822.371,0.14
1829.919,0.07
1832.822,0.07
1850.161,0.21
1857.301,0.07
1903.904,0.14
2008.267,0.07
2008.707,0.07
2157.727,0.07
2158.634,0.07
2191.724,0.14
2191.905,0.07
2201.484,0.14
2237.252,0.07
2241.185,0.07
2301.094,0.07
2307.172,0.07
2350.183,0.14
2420.943,0.14
2448.36,0.07
2448.651,0.07
2470.904,0.07
2594.69,0.07
2604.421,0.21
2624.076,0.07
2626.868,0.14
2647.896,0.07
2692.976,0.07
2731.31,0.07
2802.54,0.14
2834.578,0.07
2838.912,0.21
2839.127,0.07
3081.03,0.07
3083.022,0.07
3190.245,0.14
3198.021,0.07
3203.568,0.07
3205.602,0.07
3223.486,0.07
3314.245,0.07
3325.542,0.21
3409.801,0.07
3410.942,0.07
3425.725,0.07
3491.435,0.14
3496.273,0.07
3509.087,0.07
3509.275,0.07
3536.033,0.07
3547.37,0.07
3592.921,0.07
3602.354,0.14
3619.961,0.07
3647.154,0.28
3658.793,0.14
3674.577,0.07
3683.876,0.07
3718.331,0.07
3727.386,0.07
3747.615,0.07
3754.228,0.07
3819.952,0.14
3820.717,0.07
3824.234,0.07
3845.213,0.14
3886.982,0.07
3926.443,0.07
3944.04,0.07
3946.534,0.07
3968.765,0.07
4070.123,0.07
4099.858,0.14
4100.783,0.07
4109.29,0.14
4110.422,0.07
4201.292,0.21
4217.293,0.21
4224.831,0.14
4252.75,0.07
4342.507,0.07
4370.591,0.07
4373.82,0.07
4379.466,0.07
4465.195,0.21
4514.804,0.07
4520.97,0.14
4533.769,0.14
4538.254,0.07
4540.773,0.07
4564.046,0.07
4596.03,0.07
4614.443,0.07
4657.76,0.21
4752.32,0.07
4769.835,0.07
4902.778,0.21
4905.562,0.07
4918.396,0.07
4929.234,0.07
4958.64,0.07
5006.254,0.07
5007.844,0.07
5008.553,0.07
5043.523,0.07
5123.296,0.07
5142.256,0.07
5151.283,0.07
5232.463,0.14
5236.283,0.07
5242.271,0.07
5302.171,0.28
5302.507,0.07
5328.769,0.07
5611.844,0.07
5693.535,0.07
5713.779,0.07
5723.718,0.07
5768.995,0.07
5798.677,0.14
5870.33,0.14
5872.292,0.07
5872.779,0.07
5875.413,0.14
5941.333,0.07
5948.861,0.14
5958.193,0.14
6055.564,0.21
6064.357,0.07
6099.538,0.07
6113.536,0.07
6161.501,0.07
6248.736,0.07
6268.099,0.07
6354.954,0.07
6357.05,0.07
6376.3,0.07
6531.149,0.07
6539.133,0.14
6540.32,0.07
6608.068,0.14
6672.967,0.07
6872.338,0.07
6879.612,0.07
6886.542,0.07
6895.552,0.14
6911.12,0.07
6932.171,0.07
6951.781,0.07
6989.829,0.07
7110.165,0.07
7131.901,0.14
7253.095,0.07
7271.619,0.07
7287.081,0.07
7497.799,0.07
7524.712,0.35
7533.405,0.14
7540.198,0.07
7577.273,0.07
7623.388,0.07
7624.561,0.07
7665.131,0.07
7727.661,0.14
7746.654,0.07
7895.911,0.07
7921.81,0.07
7958.864,0.07
7966.407,0.14
8024.675,0.07
8036.597,0.07
8064.886,0.14
8087.456,0.14
8182.342,0.07
8183.903,0.14
8318.559,0.07
8340.364,0.07
8368.16,0.07
8428.296,0.07
8457.007,0.07
8474.666,0.07
8501.149,0.07
8629.713,0.07
8632.376,0.14
8653.554,0.14
8681.146,0.07
8687.522,0.07
8724.093,0.07
8724.695,0.21
9078.466,0.07
9084.952,0.07
9099.242,0.07
9101.457,0.07
9121.193,0.14
9130.237,0.14
9413.809,0.14
9427.032,0.07
9444.91,0.07
9465.353,0.07
9488.972,0.07
9553.393,0.14
